name,length,theme,rationale,ideation_quality,crates_io,debian,debian_collision,homebrew,homebrew_collision,npm,crates_url,debian_search_url,homebrew_search_url,npm_url
revar,5,coined-review,Coined from review/revise,2,available,available,,available,,available,https://crates.io/crates/revar,https://packages.debian.org/search?keywords=revar&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=revar,https://www.npmjs.com/package/revar
revdo,5,coined-review,Coined from review/revise,2,available,available,,available,,available,https://crates.io/crates/revdo,https://packages.debian.org/search?keywords=revdo&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=revdo,https://www.npmjs.com/package/revdo
revex,5,coined-review,Coined from review/revise,2,available,available,,available,,available,https://crates.io/crates/revex,https://packages.debian.org/search?keywords=revex&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=revex,https://www.npmjs.com/package/revex
revez,5,coined-review,Coined from review/revise,2,available,available,,available,,available,https://crates.io/crates/revez,https://packages.debian.org/search?keywords=revez&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=revez,https://www.npmjs.com/package/revez
revgo,5,coined-review,Coined from review/revise,2,available,available,,available,,available,https://crates.io/crates/revgo,https://packages.debian.org/search?keywords=revgo&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=revgo,https://www.npmjs.com/package/revgo
revia,5,coined-review,Coined from review/revise,2,available,available,,available,,available,https://crates.io/crates/revia,https://packages.debian.org/search?keywords=revia&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=revia,https://www.npmjs.com/package/revia
revin,5,coined-review,Coined from review/revise,2,available,available,,available,,available,https://crates.io/crates/revin,https://packages.debian.org/search?keywords=revin&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=revin,https://www.npmjs.com/package/revin
revly,5,coined-review,Coined from review/revise,2,available,available,,available,,available,https://crates.io/crates/revly,https://packages.debian.org/search?keywords=revly&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=revly,https://www.npmjs.com/package/revly
revok,5,coined-review,Coined from review/revise,2,available,available,,available,,available,https://crates.io/crates/revok,https://packages.debian.org/search?keywords=revok&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=revok,https://www.npmjs.com/package/revok
revon,5,coined-review,Coined from review/revise,2,available,available,,available,,available,https://crates.io/crates/revon,https://packages.debian.org/search?keywords=revon&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=revon,https://www.npmjs.com/package/revon
revor,5,coined-review,Coined from review/revise,2,available,available,,available,,available,https://crates.io/crates/revor,https://packages.debian.org/search?keywords=revor&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=revor,https://www.npmjs.com/package/revor
revos,5,coined-review,Coined from review/revise,2,available,available,,available,,available,https://crates.io/crates/revos,https://packages.debian.org/search?keywords=revos&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=revos,https://www.npmjs.com/package/revos
revra,5,coined-review,Coined from review/revise,2,available,available,,available,,available,https://crates.io/crates/revra,https://packages.debian.org/search?keywords=revra&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=revra,https://www.npmjs.com/package/revra
revro,5,coined-review,Coined from review/revise,2,available,available,,available,,available,https://crates.io/crates/revro,https://packages.debian.org/search?keywords=revro&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=revro,https://www.npmjs.com/package/revro
revry,5,coined-review,Coined from review/revise,2,available,available,,available,,available,https://crates.io/crates/revry,https://packages.debian.org/search?keywords=revry&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=revry,https://www.npmjs.com/package/revry
revum,5,coined-review,Coined from review/revise,2,available,available,,available,,available,https://crates.io/crates/revum,https://packages.debian.org/search?keywords=revum&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=revum,https://www.npmjs.com/package/revum
revvy,5,coined-review,Coined from review/revise,2,available,available,,available,,available,https://crates.io/crates/revvy,https://packages.debian.org/search?keywords=revvy&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=revvy,https://www.npmjs.com/package/revvy
revya,5,coined-review,Coined from review/revise,2,available,available,,available,,available,https://crates.io/crates/revya,https://packages.debian.org/search?keywords=revya&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=revya,https://www.npmjs.com/package/revya
revyn,5,coined-review,Coined from review/revise,2,available,available,,available,,available,https://crates.io/crates/revyn,https://packages.debian.org/search?keywords=revyn&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=revyn,https://www.npmjs.com/package/revyn
revyo,5,coined-review,Coined from review/revise,2,available,available,,available,,available,https://crates.io/crates/revyo,https://packages.debian.org/search?keywords=revyo&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=revyo,https://www.npmjs.com/package/revyo
rewel,5,coined-review,Coined from review/revise,2,available,available,,available,,available,https://crates.io/crates/rewel,https://packages.debian.org/search?keywords=rewel&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=rewel,https://www.npmjs.com/package/rewel
rewia,5,coined-review,Coined from review/revise,2,available,available,,available,,available,https://crates.io/crates/rewia,https://packages.debian.org/search?keywords=rewia&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=rewia,https://www.npmjs.com/package/rewia
rewin,5,coined-review,Coined from review/revise,2,available,available,,available,,available,https://crates.io/crates/rewin,https://packages.debian.org/search?keywords=rewin&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=rewin,https://www.npmjs.com/package/rewin
rewio,5,coined-review,Coined from review/revise,2,available,available,,available,,available,https://crates.io/crates/rewio,https://packages.debian.org/search?keywords=rewio&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=rewio,https://www.npmjs.com/package/rewio
rewon,5,coined-review,Coined from review/revise,2,available,available,,available,,available,https://crates.io/crates/rewon,https://packages.debian.org/search?keywords=rewon&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=rewon,https://www.npmjs.com/package/rewon
rivi,4,coined-anchor,"Coined from moor, anchor, bind, or rivet",2,available,available,,available,,available,https://crates.io/crates/rivi,https://packages.debian.org/search?keywords=rivi&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=rivi,https://www.npmjs.com/package/rivi
rivio,5,coined-anchor,"Coined from moor, anchor, bind, or rivet",2,available,available,,available,,available,https://crates.io/crates/rivio,https://packages.debian.org/search?keywords=rivio&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=rivio,https://www.npmjs.com/package/rivio
rivix,5,coined-anchor,"Coined from moor, anchor, bind, or rivet",2,available,available,,available,,available,https://crates.io/crates/rivix,https://packages.debian.org/search?keywords=rivix&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=rivix,https://www.npmjs.com/package/rivix
rivly,5,coined-anchor,"Coined from moor, anchor, bind, or rivet",2,available,available,,available,,available,https://crates.io/crates/rivly,https://packages.debian.org/search?keywords=rivly&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=rivly,https://www.npmjs.com/package/rivly
rivro,5,coined-anchor,"Coined from moor, anchor, bind, or rivet",2,available,available,,available,,available,https://crates.io/crates/rivro,https://packages.debian.org/search?keywords=rivro&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=rivro,https://www.npmjs.com/package/rivro
rvwly,5,coined-review,Coined from review/revise,2,available,available,,available,,available,https://crates.io/crates/rvwly,https://packages.debian.org/search?keywords=rvwly&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=rvwly,https://www.npmjs.com/package/rvwly
savra,5,coined-cooking,"Coined from taste, proof, mise, or the pass",2,available,available,,available,,available,https://crates.io/crates/savra,https://packages.debian.org/search?keywords=savra&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=savra,https://www.npmjs.com/package/savra
savro,5,coined-cooking,"Coined from taste, proof, mise, or the pass",2,available,available,,available,,available,https://crates.io/crates/savro,https://packages.debian.org/search?keywords=savro&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=savro,https://www.npmjs.com/package/savro
scana,5,coined-sifting,"Coined from sift, scan, trace, or probe",2,available,available,,available,,available,https://crates.io/crates/scana,https://packages.debian.org/search?keywords=scana&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=scana,https://www.npmjs.com/package/scana
scani,5,coined-sifting,"Coined from sift, scan, trace, or probe",2,available,available,,available,,available,https://crates.io/crates/scani,https://packages.debian.org/search?keywords=scani&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=scani,https://www.npmjs.com/package/scani
scano,5,coined-sifting,"Coined from sift, scan, trace, or probe",2,available,available,,available,,available,https://crates.io/crates/scano,https://packages.debian.org/search?keywords=scano&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=scano,https://www.npmjs.com/package/scano
scopa,5,coined-inspection,Coined from inspect/spec/scope,2,available,available,,available,,available,https://crates.io/crates/scopa,https://packages.debian.org/search?keywords=scopa&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=scopa,https://www.npmjs.com/package/scopa
scopi,5,coined-inspection,Coined from inspect/spec/scope,2,available,available,,available,,available,https://crates.io/crates/scopi,https://packages.debian.org/search?keywords=scopi&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=scopi,https://www.npmjs.com/package/scopi
scopo,5,coined-inspection,Coined from inspect/spec/scope,2,available,available,,available,,available,https://crates.io/crates/scopo,https://packages.debian.org/search?keywords=scopo&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=scopo,https://www.npmjs.com/package/scopo
scopr,5,coined-inspection,Coined from inspect/spec/scope,2,available,available,,available,,available,https://crates.io/crates/scopr,https://packages.debian.org/search?keywords=scopr&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=scopr,https://www.npmjs.com/package/scopr
scopx,5,coined-inspection,Coined from inspect/spec/scope,2,available,available,,available,,available,https://crates.io/crates/scopx,https://packages.debian.org/search?keywords=scopx&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=scopx,https://www.npmjs.com/package/scopx
